city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target,target_label
0.91,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,8.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.754,2.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.848,2.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.8270000000000001,1.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.836,2.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.698,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.762,19.0,Part time course,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.802,12.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.74,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.698,5.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,10.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.624,6.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.764,11.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.89,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,Arts,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.624,3.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.89,14.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.926,6.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.804,10.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,Arts,1.0,Procurando novo emprego
0.691,2.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,8.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.926,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.7759999999999999,2.0,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,2.0,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.92,9.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.4479999999999999,4.0,Full time course,No relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,4.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,4.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,2.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.5579999999999999,1.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.527,4.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.698,16.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,21.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.836,15.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.624,8.0,No enrollment,Has relevent experience,Masters,NGO,STEM,1.0,Procurando novo emprego
0.92,4.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.789,3.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,2.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.925,7.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,6.0,Full time course,Has relevent experience,High School,Public Sector,Non Degree,0.0,Não procurando emprego
0.848,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.743,5.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0,Não procurando emprego
0.91,5.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,13.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.913,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,4.0,No enrollment,Has relevent experience,Graduate,Other,Other,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,2.0,No enrollment,Has relevent experience,Masters,Other,Humanities,0.0,Não procurando emprego
0.92,3.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.913,21.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,4.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.855,11.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Public Sector,STEM,0.0,Não procurando emprego
0.884,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,5.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.624,9.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,12.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.762,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.884,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,6.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Other,Other,0.0,Não procurando emprego
0.926,15.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.8959999999999999,21.0,No enrollment,Has relevent experience,Phd,Other,STEM,0.0,Não procurando emprego
0.92,19.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,No relevent experience,Phd,NGO,STEM,0.0,Não procurando emprego
0.939,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,16.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.913,7.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.939,6.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.847,10.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,5.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,5.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.6890000000000001,19.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,3.0,Full time course,No relevent experience,High School,Early Stage Startup,Non Degree,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,11.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.754,13.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.767,3.0,Full time course,No relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.624,5.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.865,18.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.92,15.0,Other,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.843,4.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,4.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,14.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.899,5.0,Part time course,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.743,14.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,4.0,No enrollment,Has relevent experience,Graduate,Funded Startup,Humanities,0.0,Não procurando emprego
0.939,21.0,No enrollment,No relevent experience,Masters,Other,Other,0.0,Não procurando emprego
0.92,5.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.923,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,3.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,14.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.624,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.91,4.0,Part time course,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.924,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,High School,Funded Startup,Non Degree,0.0,Não procurando emprego
0.926,5.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.924,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.893,21.0,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.55,1.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.92,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,12.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.843,19.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,Part time course,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.836,5.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.887,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.527,13.0,No enrollment,Has relevent experience,Graduate,Other,Other,1.0,Procurando novo emprego
0.897,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.949,16.0,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.92,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.836,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.698,4.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.624,5.0,No enrollment,No relevent experience,Graduate,Other,Humanities,1.0,Procurando novo emprego
0.92,9.0,Full time course,No relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.754,3.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.899,16.0,Full time course,No relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.754,7.0,Part time course,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.939,6.0,Full time course,No relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.92,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,1.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,NGO,Humanities,0.0,Não procurando emprego
0.754,9.0,Full time course,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.624,3.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,No relevent experience,Phd,Public Sector,STEM,1.0,Procurando novo emprego
0.624,10.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,6.0,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.738,3.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.843,4.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.767,11.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0,Não procurando emprego
0.92,7.0,Full time course,Has relevent experience,Graduate,Public Sector,STEM,1.0,Procurando novo emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.698,7.0,Full time course,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.624,1.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.8959999999999999,16.0,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0,Não procurando emprego
0.926,11.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,Humanities,1.0,Procurando novo emprego
0.624,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,3.0,No enrollment,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.804,6.0,No enrollment,No relevent experience,Primary School,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
